Time stamp;Medida;Luminosidade
03/04/2026 16:51:57;1;2532
03/04/2026 16:52:01;2;2503
03/04/2026 16:52:05;3;2521
03/04/2026 16:52:09;4;2512
03/04/2026 16:52:13;5;2514
03/04/2026 16:52:17;6;2534
03/04/2026 16:52:21;7;2509
03/04/2026 16:52:25;8;2520
03/04/2026 16:52:29;9;2523
03/04/2026 16:52:33;10;2531
