03/04/2026 18:08:02 ; [64, 13, 64, 11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 44, 9, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03/04/2026 18:08:07 ; [62, 14, 64, 10, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 44, 9, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03/04/2026 18:08:12 ; [62, 13, 64, 11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 44, 9, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03/04/2026 18:08:17 ; [64, 13, 64, 10, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 44, 9, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03/04/2026 18:08:22 ; [64, 13, 66, 13, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 44, 9, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03/04/2026 18:08:27 ; [62, 13, 66, 12, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 44, 9, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03/04/2026 18:08:32 ; [62, 14, 64, 11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 10, 44, 9, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03/04/2026 18:08:37 ; [64, 14, 64, 11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 11, 44, 9, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03/04/2026 18:08:42 ; [64, 13, 64, 10, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 12, 44, 9, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03/04/2026 18:08:47 ; [66, 13, 64, 11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 13, 44, 9, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
