Time stamp;Medida;Luminosidade
03/04/2026 17:43:15;1;2478
03/04/2026 17:43:23;2;2468
03/04/2026 17:43:31;3;2468
03/04/2026 17:43:39;4;2464
03/04/2026 17:43:47;5;2470
03/04/2026 17:43:55;6;2456
03/04/2026 17:44:03;7;2456
03/04/2026 17:44:11;8;2464
03/04/2026 17:44:19;9;2455
03/04/2026 17:44:27;10;2470
