Time stamp;Medida;Luminosidade
03/04/2026 17:41:10;1;2478
03/04/2026 17:41:14;2;2479
03/04/2026 17:41:18;3;2468
03/04/2026 17:41:22;4;2483
03/04/2026 17:41:26;5;2475
03/04/2026 17:41:30;6;2488
03/04/2026 17:41:34;7;2477
03/04/2026 17:41:39;8;2484
03/04/2026 17:41:43;9;2468
03/04/2026 17:41:47;10;2472
